kernspaltung,atomspaltung,kernfission,fission
fortführung,wiederaufnahme
einreichen,eingeben,einhändigen
ausrollen,auswalken,auswalzen
aktienurkunde,aktienzertifikat
einordnung,kategorisierung,verortung,einteilung,klassifikation,klassifizierung
aufstellen,errichten,aufmarschieren in linie
abfertigung,check-in
sedativum ,tranquilizer ,beruhigungsmittel,sedativ
oophorektomie ,entfernung eines eierstockes
zeilenanordnung,seitenformat
entschleunigung,verlangsamung,verzögerung
rohrverleger,klempner,spengler ,installateur,flaschner
liegeplatz,ankerplatz,reede
crew,mannschaft,besatzung
vertrautheit,seelenverwandtschaft,gemeinschaft,verbundenheit,nähe,familiarität
perfusion,pumpen,durchströmung
erythropoese ,erythrozytopoese ,bildung von roten blutkörperchen
schritttempo,schritt,schrittgeschwindigkeit
lokales lumbalsyndrom,hexenschuss,lumbago
plage,ärgernis,schererei
harnruhr,zuckerkrankheit,diabetes mellitus ,diabetes,zucker ,zuckerharnruhr
ausgangsstoff,biologische vorstufe,grundstoff,präkursor ,edukt,vorläufer
verbunden,zugreifbar,ansprechbar ,erreichbar,online,zugänglich,angeschlossen
basisadressregister,basisregister
geistesgegenwärtig,nie um eine antwort sein,keine antwort schuldig bleiben,schlagfertig ,zungenfertig,spritzig,flinkzüngig  , nichts schuldig bleiben, die passende antwort  haben,wortgewandt,mundfertig,nicht auf den mund gefallen ,mit flinker zunge
mittel gegen erbrechen,antiemetikum
eigen,besonders,eigentümlich,idiosynkratisch,eigenartig,ausgefallen,originell
ausführen,exportieren
unbewacht,unbeaufsichtigt
rabatz machen ,auf den putz hauen ,unruhe stiften,streit suchen,die sau rauslassen
verleih,vermietung
konkurrenz,wettstreit,gerangel,wetteifer,rangeleien ,rivalität
zwingend,vorherbestimmt,programmiert ,unaufhaltsam,unumgänglich,unvermeidbar,daran führt kein weg vorbei ,unvermeidlich,unabwendbar,unabdingbar,alternativlos,unausweichlich,imperativ,vorprogrammiert ,unabweisbar,ohne alternative
verführen,versuchen,locken,verleiten
schießscheibe,zielscheibe
leger,lax,locker
weltgewandtheit,lebensgewandtheit,lebensart
sicherstellen, vergewissern,sichergehen
missbrauchen,misshandeln,malträtieren,schlecht behandeln
blockschaltbild,blockdiagramm
aus plüsch,plüschig,plüschartig,plüschen
bedrücken,deprimieren
passivsaldo,unterbilanz
anordnung in einer linie,ausrichten
zu welchem zeitpunkt,zu welcher zeit,wann
vorbereitung,zubereitung
vokal,selbstlaut
in der praxis,faktisch,nach tatsachen,nach lage der dinge,echt,de facto,wahrhaftig,natürlich,in facto ,beileibe,in der tat,wirklich,realiter,wahrlich,in praxi ,in wahrheit,real,wahrhaft,tatsächlich,im endergebnis,in wirklichkeit,praktisch,man muss ganz ehrlich sagen ,im ergebnis
eifer,heftigkeit,herzblut,leidenschaftlichkeit,passion,tatkraft,dynamik,feuer,leidenschaft,energeia ,verve ,energie
entzündung der luftröhrenschleimhaut,tracheitis
innerer,intern,inwendig,innere
bitterkeit,erbitterung,verbitterung
reiser,zweig,ast,verholzter trieb
konsortialbank,zweigniederlassung
langwelle,lw
affengeil , traum,super ,wahnsinn ,atemraubend,beispiellos,genial,glänzend, offenbarung ,großartig ,absolut irre , rockt ,ganz große klasse,ohne beispiel,fabelhaft,umwerfend,atemberaubend,toll ,wumbaba  ,einzigartig,erste sahne ,unvergleichlich,vom feinsten ,von außerordentlicher qualität,unübertrefflich,top ,grandios,überragend ,du kriegst die motten  , fetzt ,ganz großes kino ,absoluter wahnsinn ,himmelsgleich ,herausragend,wunderbar,hinreißend,von höchster ... ,hammer  ,absolut super ,saugeil  ,wundervoll,ausgezeichnet,unglaublich,superb ,spitze ,begnadet ,sagenhaft,zum niederknien ,unübertroffen,überwältigend,phänomenal,himmlisch,fantastisch,hammergeil  ,magnifik ,berückend ,nicht zu fassen ,megacool ,phantastisch,geil  ,urst  ,exzellent,erstklassig,zum sterben schön ,hervorragend,brillant,traumhaft,nicht zu toppen ,süperb ,fulminant,klasse
realisieren,durchführen,verwirklichen,in die praxis umsetzen,effektuieren,vornehmen,ausführen,bewerkstelligen ,umsetzen
auf etwas hinauswollen ,abzielen auf,zum gegenstand haben
wiederherstellen, berappeln ,erholen,neu erstellen, sammeln ,regenerieren
stangensellerie,staudensellerie
kreuzen,gegen den wind segeln
mit migrationshintergrund ,landfremd ,ausländisch,fremdstaatlich,welsch ,fremdländisch,nicht von hier ,fremd
mischbecken,mischwanne
handfeuerwaffe,handwaffe,faustfeuerwaffe
notiz nehmen ,zur kenntnis nehmen,vermerken
hilfe ,hilfestellung,unterstützungsangebot,beistand,stab und stütze  ,kooperation,unterstützung,betreuung,support ,rückendeckung,helfende hand ,erleichterung
eng beieinander,ganz in der nähe
unverantwortlichkeit,verantwortungslosigkeit
personal...,persönlich,privat
notfallambulanz,erste-hilfe-station,notaufnahmestelle,notaufnahme,unfallstation ,rettungsstelle,notfallstation
abkömmlinge,leibliche nachkommenschaft
aufbrechen,einbrechen,knacken
fehlstart,frühstart
 verflechten, verhaken,ineinander greifen
kehrseite,kehrseite der medaille,nachteil, andere seite der medaille ,envers ,negative seite,schattenseite
therapie,medizinische versorgung,behandlung,behandlungsverfahren,heilverfahren
direktwert,istwert
vorschriftsmäßigkeit,regelmäßigkeit
 niederschlagen , erweisen,an den tag legen, zeigen , ausprägen, formen,rüberkommen ,ausdruck finden
zurückhalten,retention
hypothermie ,verklammung,unterkühlung
abschließend,definitiv,für immer,endgültig,feststehen,letztgültig,schluss...,end...,letzte,ein für alle mal
produktangebot,produktpalette
tröstung,balsam für die seele,zuspruch,trost
ausüben ,geltend machen ,beherrschen
schwarzhandel,schleichhandel ,schwarzmarkt,agiotage
luftkompressor,presslufterzeuger,luftpresser,drucklufterzeuger
manuelle arbeit,handarbeit
abbestellen,widerrufen,zurückrufen,annullieren,zurücknehmen
stagnation,wachstumsstillstand,nullwachstum
betonmischer,betonmischmaschine
verzögerung,behinderung,widerstand,obstruktion,blockierung,störung
buchführung,buchhaltung
 stoffwechsel,metabolismus
schütteln,rütteln
konferenzraum,sitzungszimmer
blutzucker senkendes mittel,antidiabetikum
 übergehen,nicht einsteigen auf,links liegen lassen ,nicht  beachten,hinweggehen über
schlingern,rollen
akklamieren ,beifall spenden,applaus spenden,applaudieren ,beklatschen,in die händchen patschen ,klatschen, beifall bedenken , hände rühren ,beifall zollen
unrichtig,unecht,gefälscht,erfunden,getürkt ,falsch,unwahr
spiralwindung,zusammenwicklung,windung,zusammenrollung
dreifeld...,dreifeldrig
 auflösen, zersetzen,verfallen,verwesen
antidot ,gegengift,antidoton ,gegenmittel
filzig,verfilzt
speisespannung,einspeisespannung
zusammenpassen, decken,übereinstimmen
kommission der vereinten nationen für internationales handelsrecht,uncitral
ophthalmologisch ,die augenheilkunde betreffend
softwareaktualisierung,update,verbesserte version,aktualisierung,upgrade
supplement,ergänzung
unicast ,verbindung mit einem ziel
schwungrad,schwungscheibe,schwungmasse
erst wenn,bis ,bis
industriebranche,branche,industriezweig
gieren , sehnlichst vermissen, sehnen ,vergehen ,schmachten ,dürsten  , verlangen , verzehren nach,verschmachten ,fiebern nach,lechzen
praxisnah,praxisgerecht,praxisbezogen,praxisorientiert
unbeirrbar, ohne furcht und tadel,charakterstark,geradlinig,gradlinig,charakterfest,unerschütterlich
vorwärtsspannung,durchlassspannung
obrigkeitlich,autoritär,bevormundend,herrisch,paternalistisch
lebensgefährlich,halsbrecherisch,selbstmörderisch,lebensbedrohlich
systematisierter wahn,verfolgungswahn ,paranoia
haubentaucher,seetaucher
ototoxisch ,gehör schädigend
ungezwirntes seidengarn,florettgarn
genitivus ,zweiter fall,2. fall,zeugefall,wes-fall,wessen-fall,genitiv,wesfall,wessenfall,genetiv
überschuss,einnahmen,profit,rendite,marge,ausbeute,gewinnmarge,einkünfte,gewinn,erlös,verdienstspanne,gewinnspanne,ertrag,erwerb
päpstlicher erlass,enzyklika,päpstliche bulle,bulle
verwaschen ,schwer verständlich,undeutlich,schlecht artikuliert,unklar,unartikuliert
nachträglich,zusätzlich,unplanmäßig,außerplanmäßig
wildschutzgebiet,wildreservat
thrombopenie,verminderung der blutplättchenzahl,thrombozytopenie
sportler,athlet,sportskanone ,sportsmann
consulting ,besprechung,gespräch,beratung,konsultation
ausweitung,ausdehnung,extension,zuwachs,expansion
vasopressorisch ,blutdrucksteigernd
auspressen,ausquetschen,auswringen,ausdrücken,exprimieren
weniger,kleiner,minder,geringer,weniger bedeutend
knochendürr,knochig
ring,windung,kringel
beißen,kauen
 fortstehlen, langsam entfernen , davonstehlen, einen schlanken fuß machen
außerhalb des lehrplanes,außerschulisch
gesellschaftsraum,tagesraum,foyer,aufenthaltsraum
ausfallstraße,verkehrsader
deckungsloch ,deckungslücke
beschwerde einlegen ,einspruch erheben
ranzen,schulranzen,schulthek ,büchertasche,tornister,schultasche,schulrucksack
zustöpseln,pfropfen
wohlüberlegt,schonend,bedächtig,behutsam,bedachtsam,mit bedacht,umsichtig
aufgeilen ,antörnen ,heißmachen ,auf touren bringen,geil machen ,anturnen ,anmachen,scharfmachen ,ansexen , erregen , anspitzen
buchhandlung,buchgeschäft,buchladen
hospitalisierung ,aufnahme in ein krankenhaus
rückenwirbel,wirbelknochen,wirbel
dummes geschwätz ,faselei
internetseite,internetangebot,website ,webseite,web-angebot,netzauftritt,www-seite,onlinepräsenz ,homepage ,netzseite,netzplatz,internetauftritt,internetpräsenz,webangebot,netzpräsenz,webauftritt,webpräsenz
miefig,mefitisch ,übelriechend,mephitisch ,stinkend,moderig,übel riechend,modrig,muffig
speisen, mahlzeit zu sich nehmen,schmausen ,zu tisch sein ,dinieren ,tafeln ,essen
konstellation,collage,zusammenstellung,kompilation,sammlung,konglomeration,zusammenballung,konsortium,ansammlung ,aggregation
sozialistische einheitspartei deutschlands,sed
muhen,blöken
volltönend,sonor,wohlklingend,klangvoll
tiergarten,tierpark,zoo,zoologischer garten
schilddrüsenvergrößerung,satthals ,kropf ,struma
keks,kräcker
notizblock,block,schreibblock
dampf,schwaden
absolutes recht,uneingeschränktes recht
genügend,in maßen,ausreichend,gebührend,reichlich ,sattsam,zur genüge, reicht,hinlänglich,über mangel an  kann sich niemand beklagen ,hinreichend,genug,satt
verifizieren,überprüfen,validieren,bestätigen
vollzähligkeit,lückenlosigkeit,vollständigkeit
wimpernbetonung,wimperntusche,wimpernfärbung,mascara
pertussis ,keuchhusten,stickhusten
laternenblume ,schmalzbleaml ,kettenkraut ,wiesenlattich ,milchstock ,saublume ,mönchsblume ,löwenzahn,hundeblume,pusteblume
wärmetauscher,rückkühler
gepflogenheit,gewohnheit,angewohnheit
in-kraft-treten,aktivierung,beginn,anbruch
code,quellcode,sourcecode ,kode,programmcode,source ,quelltext
aufgelöst,durchgedreht,hysterisch
absetzung,erniedrigung
von jeder schuld freisprechen,lossprechen ,freisprechen,für unschuldig erklären,für unschuldig befinden
lichtschein,lichtstreif,lichtstrahl,strahl,schein
folgenderweise,folgendermaßen,wie folgt
umschreiben,neu schreiben
version,ausgabe,fassung
scheit,holzscheit,holzscheiter
wonne,vergnügen,entzücken
thanatologe,sterbensforscher
transsylvanien,transsilvanien,erdély ,ardeal ,transilvania ,siebenbürgen,transsilvania
gefügig,folgsam,brav,konditioniert,anständig,gehorsam,artig,fügsam,lieb
antoniusfeuer,kriebelkrankheit,ergotismus ,ignis sacer ,vergiftung durch mutterkorn
erfolg,ergebnis,bilanz,jahresabschluss,bilanzaufstellung
abfahren auf , loben ,geil sein auf ,gerne mögen,stehen auf ,neigen ,eine vorliebe haben für,liken , begeistert sein von, belieben, begeistern für,ich lobe mir ,spitz sein auf ,mögen
genehmigt,ich nehme dich beim wort,warum nicht ,in ordnung, gemacht ,ist recht ,gut ,geht klar ,d'accord ,es geschehe  nach deinen worten  ,o. k. ,machen wir,dein wille geschehe  ,okey-dokey ,roger  ,o. k. ,schön , gebongt ,okay ,alles klar ,schon überredet ,da sage ich nicht nein,einverstanden ,das ist ein wort ,so machen wir's ,abgemacht,es sei ,so sei es ,alles paletti ,akzeptiert
waldbau,forstwirtschaft,holzerzeugung,waldwirtschaft,forstwesen,holzproduktion
vesper,neinerln ,jausenbrot ,zvieri ,imbs ,happen ,lunchpaket,unternessen ,gabelfrühstück,snack,stärkung ,zwischenmahlzeit,fingerfood ,imbiss,zwischendurch-mahlzeit,kleine stärkung,bissen ,leichte mahlzeit,brotzeit,marende ,pausenbrot,jause ,häppchen,znüni ,gabelbissen
selbstschließend,automatisch schließend
erprobung,test,probe,versuch,prüfung
junge haben, vermehren,vermehren,kinder in die welt setzen,kinder kriegen , reproduzieren ,kinder haben,zur arterhaltung beitragen , vermehren wie die karnickel , fortpflanzen
marktgeschehen,marktlage
knallen,zerplatzen,peng machen
flüsschen,wassergraben,bach
billigen,gutheißen,goutieren,akzeptieren
band,combo,ensemble,kapelle,musikgruppe,gruppe,formation,musikkapelle
pastell,pastellton
breiige masse,creme,mus,brei,pudding,pampe
allergen ,allergiestoff
kettenfäden,zettel ,kette
maskulinisierung,virilismus ,virilisierung ,vermännlichung
sitzbank,bank
synovialitis ,entzündung der gelenkinnenhaut
gelber fleck,makula ,stelle des schärfsten sehens im auge
gefängniswärter,justizvollzugsbeamter ,gefangenenwärter,wärter,schließer,kerkermeister
vorschriftsmäßig,laut vorschrift,laut satzung
wieder aufnehmen,wieder aufgreifen
sicherheit,unzweifelhaftigkeit,zuverlässigkeit,gewissheit,klarheit
aufgeklärt,realistisch,vorurteilsfrei
tau,reep  ,strick,seil,trosse
radix,basiszahl,wurzel
marginal,am rand befindlich,den rand betreffend,am rand liegend
abkunft ,geburt,herkommen,elternhaus,abstammung,herkunft,ursprung,wurzeln ,provenienz
umherbummeln,spazieren , spaziergang machen,wandeln,dahintändeln , bummel machen,promenieren,lustwandeln , stadtbummel machen,umhertigern , füße vertreten,frische luft schnappen,spazieren gehen,schlendern, an die frische luft gehen, ergehen ,flanieren,herumschlendern
betriebsstunden,betriebsdauer,betriebszeit
atomisieren,auseinandernehmen,aufspalten,trennen,auftrennen,abwracken,teilen,pulverisieren,tranchieren,zerteilen,demontieren,zerspalten,fragmentieren,zersetzen,spalten,partagieren,zersplittern,untertrennen,auseinanderbauen,aufteilen,auflösen,zertrennen,unterteilen,zergliedern,zerlegen
z. hd.,für,zu händen
suppuration ,eiterung
gehirnentzündung,enzephalitis ,encephalitis
marke ,schutzmarke,markenname,firmensignet,warenzeichen,signet,brand
inmitten,im innern,inwendig,innerhalb,im bereich
herumstehen,verweilen,zeit verbringen, aufhalten,weilen ,wurzeln schlagen ,bleiben
schweinebuchte,schweinestall
 decken,konsistent ,zusammentreffen,übereinstimmen,zusammenfallen,zusammen auftreten,koinzidieren
zu ende backen,ausbacken
anbindung,bindung,verbindung,brücke ,bündnis
haftkapital,haftvermögen,haftung
stimmenthaltung,enthaltung
bemerken,beachten,anmerken ,merken
 etwas merken,bedenken,an etwas denken, im hinterkopf behalten
lehrstelle,ausbildungsplatz
abscheren,kappen,abschneiden,heruntersäbeln ,abrasieren,absäbeln ,wegschneiden,abschnippeln ,abtrennen
berufung ,heranziehung
 wenden ,vorstellig werden ,kontaktieren,kontakten,kontakt aufnehmen , richten , ansprechen , in verbindung setzen mit,herantreten , wort richten
korrespondenz,briefwechsel,schriftverkehr,schriftwechsel
strittig,unklar,fraglich,umstritten,darüber streiten sich die gelehrten. ,wird bestritten,angefochten,nicht unumstritten,streitig,kontroversiell ,mit vorsicht zu genießen ,unsicher,zur debatte stehend,kontrovers,uneinig,dünnes eis ,nicht ausdiskutiert,anfechtbar
csu,schwarze ,christlich soziale union,konservative
entlausen,lausen
teil des dünndarms,leerdarm,jejunum
swahili,kisuaheli,kiswahili,suaheli
haarklein,en détail ,umfangreich,detailgenau,in aller ausführlichkeit,in allen einzelheiten,im detail,in der breite,in allen details,ausgiebig,eingehend,ins einzelne gehend,erschöpfend,detailliert,in seiner ganzen breite,gründlich,umfassend,ausführlich,differenziert,ausgedehnt,umfänglich
mickerig ,mickrig ,marginal,überschaubar ,bescheiden ,klein,wenig,kaum,unbedeutend,dünn ,winzig,gering
generalstabskarte,topografische karte,messtischblatt,tk25
wohl bekomm's ,prosit ,prösterchen ,na denn prost ,prost ,runter damit ,hoch die tassen ,zum wohl
vergleich,kollation,kollationieren
käseblättchen ,heft,journal ,käseblatt ,blatt,revolverblatt ,schmierblatt ,postille ,blättchen ,zeitung ,gazette
fürsprache,eintreten
myelosuppression ,knochenmarkshemmung
pestilenz ,epidemie,seuche,geißel der menschheit ,gottesgeißel ,massenerkrankung,massenepidemie,plage,landplage
auf der höhe der zeit ,neoterisch ,topaktuell,zeitgemäß,heutig,à jour ,aktuell,zeitgerecht,von heute,fortschrittlich,neuzeitlich,up to date ,modern,auf dem neuesten stand,neumodisch ,neuartig,neu
herangehen an , anfangen ,an etwas gehen ,zur tat schreiten ,ans werk gehen, an die arbeit machen, daranmachen , anpacken ,darangehen zu, aufnehmen,loslegen,beginnen, ans werk machen,in angriff nehmen ,durchstarten , startschuss geben , einsteigen ,starten,einleiten, antreten, angreifen , angehen
chromium,chrom,cr
netz,netzwerk
lebend,unter den lebenden,lebendig,untot
ulcus ,geschwür,ulcera ,ulkus ,ulzera
offen,nackt,unverhüllt,bloß,kahl,blank
menschenfreund,heilsbringer ,wohltäter,philanthrop,wohltäter der menschheit
datenrate,datenübermittlungsrate,bitrate,datenübertragungsrate,datentransferrate,übertragungsgeschwindigkeit ,verbindungsgeschwindigkeit
hier anzutreffen,hier in der gegend ,lokal,hier am ort,vor ort,hiesig,regional,hier in der ecke
zeitvergeuder,zeitverschwender,zeitdieb
glaubwürdig,ernst zu nehmen,glaubhaft
schnürriemen,schuhband,schuhriemen ,schnürsenkel  ,schnürband ,riemen,senkel
wachstumshemmend,wachstumsverzögernd
android,androide,menschenähnlicher roboter
geheul,weinerliches gebaren,gejammere ,geflenne ,gejammer ,geheule,jammern
brombeerstrauch,dornenstrauch
thermodynamik,wärmelehre
dafür sein,befürworten,schützenhilfe leisten,unterstützen, gutes wort einlegen ,anpreisen,eintreten , engagieren , aus dem fenster hängen  ,empfehlen, aussprechen für,sekundieren, einsetzen
kriminalpolizei,kripo
naht,saum
rotrückenwürger,lanius collurio ,neuntöter,dorndreher
buchen,vorbestellen,reservieren ,bestellen
betttuch,bettlaken,leintuch
dekantieren,vorsichtiges abgießen ,dekantation
ins rampenlicht der öffentlichkeit zerren,vermelden ,vor aller augen ausbreiten ,verlautbaren ,kund und zu wissen tun ,  öffentlichkeit zum fraß vorwerfen ,unter die leute bringen , an die öffentlichkeit gehen,kundtun ,publik machen, an die presse gehen,öffentlich machen,kund und zu wissen geben , öffentlich verbreiten ,publikmachen
entwerfen,planen
darm...,intestinal
nicht von schlechten eltern ,ehrfurcht gebietend,beeindruckend ,beachtung verdienen,imposant,glänzend,erstaunlich,ehrfurchtgebietend,grandios,ruhmreich, in sich haben,triumphal,großartig,formidabel,bemerkenswert,glorreich,eindrücklich,von format ,nicht von pappe ,glorios,glanzvoll,hat sich gewaschen , wie ein junger gott ,überwältigend,eindrucksvoll,nicht ohne
betonieren,betoneinbringung
fratze,faxe,grimasse
 nicht scheren um ,nicht in seine überlegungen einbeziehen,nichts hören wollen ,in den wind schlagen ,einfach nicht zuhören ,ausblenden,beiseite lassen ,außen vor lassen,nicht beachten,achtlos vorbeigehen an, nicht kümmern um,ignorieren ,außer acht lassen,nicht in betracht ziehen,in den wind schießen ,auf dem ohr ist er taub ,nicht berücksichtigen,links liegen lassen , taub stellen,außer betracht lassen,unberücksichtigt lassen
fahrt,exkursion,lehrausflug,lehrfahrt,expedition,reise
umschlag,warenumschlag
taugenichts ,tagedieb,tunichtgut ,nichtsnutz ,strolch,hallodri
schlaffheit,atonie ,laschheit,schwäche
vorräte,vorrat,proviant
ablaufinvariant,eintrittsinvariant
beschuldigung,vorhaltung,unterstellung,bezichtigung,anwurf,verdächtigung,anschuldigung,vorwurf,belastung,schuldzuweisung
wund,entzündet,schlimm ,vereitert
vereinbarung,festlegung,deklaration
triezen ,zu schaffen machen,quälen,traktieren,ärgern ,zusetzen,zwicken und zwacken ,hänseln,piesacken ,vexieren ,necken,utzen ,sticheln,plagen,aufziehen
protokollieren,vermerken,niederschreiben,notieren,anmerken
forderung stellen,einfordern, dringen, bestehen,insistieren,fordern, beharren, kaprizieren, ausbedingen, pochen , reklamieren,verlangen, drängen, versteifen,abverlangen
sankt petersburg,st. petersburg,leningrad ,sankt-peterburg,petrograd ,venedig des nordens ,sankt-pieterburch ,paris des ostens
aufrichtung,zusammenbau
uninspiriert,trocken,phantasielos,dröge,dürftig,prosaisch,nüchtern,amusisch
innewohnen,in ... liegen
kinnbacken...,kinnladen...
wechselschalter,kreuzschalter,kippschalter,umschalter
aufforstung,bewaldung
sakral,heilig,ehrwürdig
außer obligo ,ohne regressanspruch,ohne obligo,ohne verbindlichkeit
ausgiebiger regen,ergiebiger regen,landregen,dauerregen
standort,sitz,aufstellungsort
nüber ,nach drüben,quer durch,herüber,hinüber
absorptionsfähig,empfänglich,aufnahmefähig
halter,konsole
aufwarten,gastgeber sein,bewirten,versorgen
realitätsbewusst,einfach gestrickt,ungekünstelt,natürlich,mit beiden beinen im leben stehen,gefestigt,geerdet,mit beiden füßen  auf dem boden stehen,erdverbunden ,mit beiden beinen auf der erde stehen,bodenständig,unkompliziert,pragmatisch,auf dem boden der tatsachen,auf dem boden der wirklichkeit,nüchtern,praktisch veranlagt
heckenschütze ,sniper ,präzisionsschütze,scharfschütze
ausnutzen, zu nutze machen, zunutze machen,ausschlachten, nutzen ziehen ,nutzen,kapital schlagen ,gebrauch machen ,ausbeuten,instrumentalisieren,ausnützen
gesättigt,satt,voll
farbenfroh,bunt,mehrfarbig,farbig,färbig ,gefärbt,panaschiert
schattenkabinett,oppositionskabinett
unstillbar,unbegrenzt
suchspiegel,werkstattspiegel
glättwerk,kalander
aktienindex,börsenindex
penne ,lernanstalt ,schule
ursache,grund,anlass,schuld
markerschütternd,kreischend,ohrenbetäubend,gell,grell,schrill,sehr laut,gellend,durchdringend
verzeichnis lieferbarer bücher,backlist
verlinken,mit etwas assoziiert werden,mit einer sache in verbindung gebracht werden
sorgenlos,unbekümmert,sorglos,sorgenfrei,unbesorgt
arbeitszuteilung,arbeitsverteilung
beschwingtheit,vitalität,schwung,kraft,temperament,lebenskraft
kippen,stampfen ,kippeln,schwanken,wippen,rollen ,schwenken,schaukeln,schunkeln
leistbar,durchführbar,gangbar,realisierbar,drin ,denkbar,zu schaffen,viabel ,zu machen,schaffbar,ausführbar,lösbar ,machbar,erreichbar,möglich
reiben,schubbern ,scheuern,schubben
arbeitslosenziffer,arbeitslosenzahl
verwaltungssprache,kanzleideutsch,behördensprache,amtsdeutsch ,verwaltungsdeutsch,papierdeutsch,kanzleistil,beamtendeutsch
